,gamemode,battletime,p1.name,p2.name,p1.crowns,p2.crowns,p1.card_1,p1.card_2,p1.card_3,p1.card_4,p1.card_5,p1.card_6,p1.card_7,p1.card_8,p2.card_1,p2.card_2,p2.card_3,p2.card_4,p2.card_5,p2.card_6,p2.card_7,p2.card_8
17,Ladder,20211012T213149.000Z,Luiz Ricardo,N。,1,0,Hog Rider,Ice Golem,Fireball,Musketeer,Ice Spirit,Skeletons,Cannon,The Log,Golem,Night Witch,Lumberjack,Baby Dragon,Skeleton Army,Bats,Clone,Arrows
18,Ladder,20211012T212417.000Z,Luiz Ricardo,TurtwigData,0,3,Hog Rider,Ice Golem,Fireball,Musketeer,Ice Spirit,Skeletons,Cannon,The Log,Skeletons,Electro Spirit,Archers,Knight,Fireball,The Log,X-Bow,Tesla
19,Ladder,20211012T211745.000Z,Luiz Ricardo,✫ I ƜӇƖƬⲈ ƁⲈƛƦƊ,1,2,Hog Rider,Ice Golem,Fireball,Musketeer,Ice Spirit,Skeletons,Cannon,The Log,Elixir Golem,Inferno Dragon,Tornado,Night Witch,Electro Dragon,Heal Spirit,Rage,Battle Healer
20,Ladder,20211012T211022.000Z,Luiz Ricardo,Ian77,0,1,Hog Rider,Ice Golem,Fireball,Musketeer,Ice Spirit,Skeletons,Cannon,The Log,Archers,Skeletons,Tesla,Fireball,Ice Spirit,Knight,X-Bow,The Log
21,Ladder,20211012T205739.000Z,Luiz Ricardo,Ruhrpott I Omar,3,0,Hog Rider,Ice Golem,Fireball,Musketeer,Ice Spirit,Skeletons,Cannon,The Log,Royal Hogs,Mother Witch,The Log,Cannon Cart,Skeleton Dragons,Skeletons,Goblin Cage,Fireball
22,Ladder,20211012T205255.000Z,Luiz Ricardo,♣️♦️Pedal♥️♠️,1,0,Hog Rider,Ice Golem,Fireball,Musketeer,Ice Spirit,Skeletons,Cannon,The Log,Royal Recruits,Wall Breakers,Royal Ghost,Elite Barbarians,Princess,Executioner,Bandit,Goblin Drill
23,Ladder,20211012T204808.000Z,Luiz Ricardo,luffy,0,1,Hog Rider,Ice Golem,Fireball,Musketeer,Ice Spirit,Skeletons,Cannon,The Log,Barbarian Barrel,Witch,Freeze,Giant,Graveyard,Arrows,Mega Minion,Fisherman
24,Ladder,20211012T204421.000Z,Luiz Ricardo,Kodigoⓒʀ,0,1,Hog Rider,Ice Golem,Fireball,Musketeer,Ice Spirit,Skeletons,Cannon,The Log,Royal Giant,Fisherman,Mother Witch,Mega Minion,Electro Spirit,Dark Prince,Fireball,The Log
6,Ladder,20211013T220511.000Z,Mattia™ 2,最強 l ᴄᴏʀᴠᴇʀᴀ,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Fire Spirit,Skeletons,Cannon,The Log,Royal Giant,Mega Minion,Skeletons,Fisherman,Electro Wizard,Royal Ghost,Fireball,The Log
7,Ladder,20211013T215916.000Z,Mattia™ 2,Gary,0,1,Hog Rider,Valkyrie,Musketeer,Bomb Tower,Skeletons,The Log,Earthquake,Giant Snowball,Goblin Cage,Barbarian Barrel,Zappies,Fireball,Royal Recruits,Royal Hogs,Flying Machine,Arrows
8,Ladder,20211013T213339.000Z,Mattia™ 2,CMG Zwiebler_Cr,0,0,Ice Golem,Hog Rider,Musketeer,Fireball,Fire Spirit,Skeletons,Cannon,The Log,Goblin Cage,Valkyrie,Fireball,Ice Wizard,Tornado,Barbarian Barrel,Graveyard,Baby Dragon
9,Ladder,20211013T212218.000Z,Mattia™ 2,Renan♥️Larissa♬,0,3,Hog Rider,Valkyrie,Musketeer,Bomb Tower,Skeletons,The Log,Earthquake,Giant Snowball,Golem,Night Witch,Electro Dragon,Skeleton Dragons,Tornado,Fireball,Guards,Fisherman
10,Ladder,20211013T211906.000Z,Mattia™ 2,stan f,0,1,Hog Rider,Valkyrie,Musketeer,Bomb Tower,Skeletons,The Log,Earthquake,Giant Snowball,Royal Hogs,Royal Recruits,Zappies,Flying Machine,Fireball,Arrows,Goblin Cage,Barbarian Barrel
11,Ladder,20211013T210905.000Z,Mattia™ 2,Luciffer 69,1,0,Hog Rider,Valkyrie,Musketeer,Bomb Tower,Skeletons,The Log,Earthquake,Giant Snowball,Furnace,Fireball,Flying Machine,Barbarian Barrel,Goblin Hut,Cannon Cart,Elite Barbarians,Mother Witch
12,Ladder,20211013T204833.000Z,Mattia™ 2,<c2>⚡️Manuel⚡️,1,0,Hog Rider,Valkyrie,Musketeer,Bomb Tower,Skeletons,The Log,Earthquake,Giant Snowball,Musketeer,Graveyard,Arrows,Bats,Giant,Giant Snowball,Elite Barbarians,Skeleton Army
13,Ladder,20211013T202612.000Z,Mattia™ 2,pitu♡,1,0,Hog Rider,Valkyrie,Musketeer,Bomb Tower,Skeletons,The Log,Earthquake,Giant Snowball,Fireball,Bandit,Electro Wizard,Magic Archer,Ram Rider,Mega Knight,Inferno Dragon,Mother Witch
14,Ladder,20211013T202021.000Z,Mattia™ 2,༄Nexus❤️YTB,0,1,Hog Rider,Valkyrie,Musketeer,Bomb Tower,Skeletons,The Log,Earthquake,Giant Snowball,The Log,X-Bow,Skeletons,Tesla,Valkyrie,Tornado,Rocket,Ice Wizard
15,Ladder,20211013T201328.000Z,Mattia™ 2,LOU GILBERT,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Fire Spirit,Skeletons,Cannon,The Log,Skeleton Army,Valkyrie,Inferno Tower,Fire Spirit,Goblin Drill,Wall Breakers,Fireball,Bomber
16,Ladder,20211013T200708.000Z,Mattia™ 2,maksteror,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Fire Spirit,Skeletons,Cannon,The Log,Electro Wizard,Cannon Cart,Heal Spirit,Fireball,Bandit,Barbarian Barrel,Mother Witch,Elite Barbarians
17,Ladder,20211013T183803.000Z,Mattia™ 2,O.Y,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Fire Spirit,Skeletons,Cannon,The Log,Elixir Collector,Ice Golem,Royal Ghost,Barbarian Barrel,Three Musketeers,Hunter,Battle Ram,Bandit
0,Ladder,20211013T151625.000Z,Nova I Shyloo,STALKER™,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Electro Giant,Lightning,Dark Prince,Bomber,Inferno Dragon,Tornado,Goblin Cage,Skeletons
1,Ladder,20211013T151026.000Z,Nova I Shyloo,<c2>⚡️Manuel⚡️,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Musketeer,Graveyard,Arrows,Bats,Giant,Giant Snowball,Elite Barbarians,Skeleton Army
2,Ladder,20211013T150454.000Z,Nova I Shyloo,TRT丨Cooper,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Goblin Drill,Bandit,Royal Ghost,Bomber,Tesla,Fireball,Skeletons,The Log
3,Ladder,20211013T143727.000Z,Nova I Shyloo,Cris72 ツ,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Archers,X-Bow,Knight,Fireball,Skeletons,Tesla,The Log,Ice Spirit
5,Ladder,20211012T162525.000Z,Nova I Shyloo,ABASS,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Electro Spirit,Skeletons,Valkyrie,Tesla,Goblin Barrel,Rocket,The Log,Princess
6,Ladder,20211012T161905.000Z,Nova I Shyloo,Ángel,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Zap,Bandit,Magic Archer,Battle Ram,Electro Wizard,Royal Ghost,P.E.K.K.A,Fireball
7,Ladder,20211012T161249.000Z,Nova I Shyloo,CocarX❄️,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Archers,Fireball,Giant Snowball,Mortar,Musketeer,Royal Hogs,Skeletons,Valkyrie
8,Ladder,20211012T160843.000Z,Nova I Shyloo,TK_Gaming,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Royal Giant,Mega Minion,Baby Dragon,Goblin Cage,Electro Spirit,Lumberjack,Fireball,Barbarian Barrel
9,Ladder,20211012T160411.000Z,Nova I Shyloo,SMILES,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Goblin Cage,Barbarian Barrel,Zappies,Fireball,Royal Recruits,Royal Hogs,Flying Machine,Arrows
10,Ladder,20211012T155803.000Z,Nova I Shyloo,TAKE™,0,3,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Goblin Giant,Hunter,Barbarian Barrel,Mega Minion,Lightning,Giant Snowball,Sparky,Dark Prince
11,Ladder,20211012T155433.000Z,Nova I Shyloo,darko,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Three Musketeers,Royal Ghost,Heal Spirit,Barbarian Barrel,Ice Golem,Bandit,Elite Barbarians,Elixir Collector
12,Ladder,20211012T154833.000Z,Nova I Shyloo,メリオダス⚔️,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Ice Spirit,The Log,Princess,Goblin Gang,Goblin Barrel,Prince,Rascals,Rocket
13,Ladder,20211012T154325.000Z,Nova I Shyloo,CMG Zwiebler_Cr,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Goblin Cage,Valkyrie,Fireball,Ice Wizard,Tornado,Barbarian Barrel,Graveyard,Baby Dragon
14,Ladder,20211012T153725.000Z,Nova I Shyloo,KopoJlb Umnepuu,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log
15,Ladder,20211012T153132.000Z,Nova I Shyloo,Gary,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Goblin Cage,Barbarian Barrel,Zappies,Fireball,Royal Recruits,Royal Hogs,Flying Machine,Arrows
16,Ladder,20211012T152434.000Z,Nova I Shyloo,~♤Gianpaolo♤~,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Mother Witch,Zap,Fireball,Fisherman,P.E.K.K.A,Elite Barbarians,Electro Wizard,Battle Ram
17,Ladder,20211012T151847.000Z,Nova I Shyloo,⭐️ I RoXaS,0,3,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Giant,Graveyard,Arrows,Mega Minion,Freeze,Barbarian Barrel,Witch,Fisherman
18,Ladder,20211012T151323.000Z,Nova I Shyloo,GamePossedion⚡☠,0,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Zap,Arrows,Minions,Mega Minion,Fireball,Giant,Dark Prince,Prince
19,Ladder,20211012T150646.000Z,Nova I Shyloo,AHMEDTAREK,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Zap,Princess,Fire Spirit,Inferno Tower,The Log,Miner,Goblins,Mini P.E.K.K.A
20,Ladder,20211012T150159.000Z,Nova I Shyloo,みかん坊や,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Mother Witch,Mega Minion,Royal Giant,Fisherman,The Log,Skeletons,Fireball,Electro Spirit
21,Ladder,20211012T145644.000Z,Nova I Shyloo,⚡Luccas⚡™ツ ²,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Mortar,The Log,Minion Horde,Goblin Gang,Miner,Fireball,Cannon Cart,Spear Goblins
22,Ladder,20211012T144858.000Z,Nova I Shyloo,Ferchu10,0,1,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Knight,Barbarian Barrel,Skeletons,Graveyard,Archers,Electro Wizard,Poison,Furnace
23,Ladder,20211012T141525.000Z,Nova I Shyloo,Bryan,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Fireball,Electro Wizard,Sparky,Skeleton Army,Minion Horde,The Log,Princess,Goblin Drill
24,Ladder,20211012T140739.000Z,Nova I Shyloo,King Erik,1,0,Ice Golem,Hog Rider,Musketeer,Fireball,Ice Spirit,Skeletons,Cannon,The Log,Royal Giant,Baby Dragon,Electro Wizard,Furnace,Barbarian Barrel,Lumberjack,Fireball,Mega Minion
0,Ladder,20211013T174418.000Z,KopoJlb Umnepuu,Dess,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Electro Wizard,Bowler,Inferno Dragon,Graveyard,Valkyrie,Tornado,Baby Dragon,Freeze
1,Ladder,20211013T172414.000Z,KopoJlb Umnepuu,Master,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Royal Giant,Fisherman,The Log,Mother Witch,Electro Spirit,Skeletons,Fireball,Hunter
2,Ladder,20211013T171728.000Z,KopoJlb Umnepuu,GS丨傻蛋浪客❤初拥™,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Minions,Fireball,Zap,Electro Wizard,Bandit,Battle Ram,Royal Ghost,P.E.K.K.A
3,Ladder,20211013T170857.000Z,KopoJlb Umnepuu,CMG Zwiebler_Cr,0,1,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Goblin Cage,Valkyrie,Fireball,Ice Wizard,Tornado,Barbarian Barrel,Graveyard,Baby Dragon
4,Ladder,20211013T163053.000Z,KopoJlb Umnepuu,КОТ-НАРКОТ,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Rocket,The Log,Princess,Goblin Barrel,Dart Goblin,Rascals,Prince,Goblin Gang
5,Ladder,20211013T145839.000Z,KopoJlb Umnepuu,NOTORIOUS SIR,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Royal Giant,Minions,Zap,Barbarians,Sparky,Arrows,Hog Rider,Minion Horde
6,Ladder,20211013T145342.000Z,KopoJlb Umnepuu,Bruno sem gemas,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Giant,Giant Snowball,Night Witch,Skeleton Army,Bowler,Graveyard,Arrows,Bats
7,Ladder,20211013T144926.000Z,KopoJlb Umnepuu,bbb8,0,1,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,The Log,Princess,Rocket,Goblin Barrel,Electro Spirit,Valkyrie,Goblin Gang,Tesla
8,Ladder,20211013T144317.000Z,KopoJlb Umnepuu,ABASS,0,1,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Electro Spirit,Skeletons,Valkyrie,Tesla,Goblin Barrel,Rocket,The Log,Princess
9,Ladder,20211013T143651.000Z,KopoJlb Umnepuu,imparator orhan,0,1,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Lava Hound,Lumberjack,Baby Dragon,Bats,Flying Machine,Fireball,Clone,Skeleton Army
22,Ladder,20211012T190052.000Z,KopoJlb Umnepuu,ABASS,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Electro Spirit,Skeletons,Valkyrie,Tesla,Goblin Barrel,Rocket,The Log,Princess
23,Ladder,20211012T171844.000Z,KopoJlb Umnepuu,~♤Gianpaolo♤~,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Mother Witch,Zap,Fireball,Fisherman,P.E.K.K.A,Elite Barbarians,Electro Wizard,Battle Ram
24,Ladder,20211012T171203.000Z,KopoJlb Umnepuu,GN Iván,1,0,Hog Rider,Cannon,Musketeer,Fireball,Skeletons,Ice Golem,Electro Spirit,The Log,Ice Golem,Hog Rider,Skeletons,Musketeer,Cannon,The Log,Ice Spirit,Fireball
0,Ladder,20211014T033512.000Z,Diego gfp,[H] Rainbow,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Bandit,Barbarian Barrel,Dark Prince,Electro Wizard,Fireball,Mother Witch,P.E.K.K.A,Ram Rider
1,Ladder,20211014T032907.000Z,Diego gfp,YAEL,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Royal Giant,Fisherman,Mother Witch,Mega Minion,Electro Spirit,Dark Prince,Fireball,The Log
2,Ladder,20211014T032511.000Z,Diego gfp,Juan David,1,3,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Lava Hound,Skeleton Army,Inferno Dragon,Minions,Fireball,Balloon,Bomber,Giant Snowball
3,Ladder,20211014T030930.000Z,Diego gfp,lithos l daizin,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Goblin Giant,Prince,Dark Prince,Goblin Gang,Spear Goblins,Bats,Fireball,Zap
4,Ladder,20211014T030438.000Z,Diego gfp,Trueno⚡️,0,1,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Lava Hound,Flying Machine,Skeleton Dragons,Mega Minion,Goblin Cage,Miner,Guards,Arrows
5,Ladder,20211014T030058.000Z,Diego gfp,OneSηιρєzᴳᵒᵈ,3,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Giant,Three Musketeers,Elixir Collector,Minion Horde,Dark Prince,Goblin Gang,Zap,Heal Spirit
6,Ladder,20211014T025854.000Z,Diego gfp,CHN丨这货不是渣渣希,0,1,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Mega Knight,Bandit,Ram Rider,Barbarian Barrel,Inferno Dragon,Giant Snowball,Poison,Electro Wizard
7,Ladder,20211014T013429.000Z,Diego gfp,Luciffer 69,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Furnace,Fireball,Flying Machine,Barbarian Barrel,Goblin Hut,Cannon Cart,Elite Barbarians,Mother Witch
8,Ladder,20211014T004034.000Z,Diego gfp,iPhone™,0,1,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Royal Giant,Mother Witch,Dark Prince,The Log,Fisherman,Fireball,Electro Spirit,Mega Minion
9,Ladder,20211014T003522.000Z,Diego gfp,(S*・ﻌ・*T),0,1,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Goblin Giant,Sparky,Mini P.E.K.K.A,Dark Prince,Electro Wizard,Mega Minion,Rage,Zap
12,Ladder,20211013T220007.000Z,Diego gfp,stan f,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Royal Hogs,Royal Recruits,Zappies,Flying Machine,Fireball,Arrows,Goblin Cage,Barbarian Barrel
13,Ladder,20211013T215107.000Z,Diego gfp,Seif,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Golem,Fireball,Night Witch,Tornado,Elite Barbarians,Baby Dragon,Skeleton Dragons,Barbarian Barrel
14,Ladder,20211013T214619.000Z,Diego gfp,GerasRepXD,0,1,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Giant,Goblin Gang,Arrows,Mega Minion,Graveyard,Tombstone,Poison,Electro Wizard
15,Ladder,20211013T213923.000Z,Diego gfp,Cris72 ツ,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Archers,X-Bow,Knight,Fireball,Skeletons,Tesla,The Log,Ice Spirit
16,Ladder,20211013T213409.000Z,Diego gfp,⚡火狼氷❄️,0,1,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Dark Prince,Fireball,Barbarian Barrel,Mega Minion,Royal Giant,Lumberjack,Electro Wizard,Goblin Cage
17,Ladder,20211013T212909.000Z,Diego gfp,Nova I Afo,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Giant,Electro Wizard,Zap,Prince,Dark Prince,Miner,Mega Minion,Fireball
18,Ladder,20211013T212110.000Z,Diego gfp,TESTERE,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Giant,Fireball,Mega Minion,The Log,Miner,Hunter,Zap,Guards
19,Ladder,20211013T211643.000Z,Diego gfp,Saul Goodman,0,1,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Spear Goblins,Wall Breakers,Magic Archer,Bomb Tower,Fireball,Miner,Valkyrie,Tornado
20,Ladder,20211013T211107.000Z,Diego gfp,Trueno⚡️,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Royal Giant,Fisherman,Hunter,Royal Ghost,Electro Spirit,Skeletons,Fireball,The Log
21,Ladder,20211013T210623.000Z,Diego gfp,Juuso14,0,1,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Dark Prince,Electro Wizard,Elite Barbarians,Goblin Giant,Heal Spirit,Rage,Sparky,Zap
22,Ladder,20211013T210231.000Z,Diego gfp,<c2>⚡️Manuel⚡️,0,3,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Musketeer,Graveyard,Arrows,Bats,Giant,Giant Snowball,Elite Barbarians,Skeleton Army
23,Ladder,20211013T194158.000Z,Diego gfp,Sjoerd,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Royal Giant,Fisherman,The Log,Mother Witch,Royal Ghost,Electro Spirit,Fireball,Mega Minion
24,Ladder,20211013T193737.000Z,Diego gfp,GM│Kalibre,1,0,Musketeer,Cannon,Ice Spirit,The Log,Fireball,Hog Rider,Ice Golem,Skeletons,Electro Wizard,Fireball,Zap,Magic Archer,Bandit,Battle Ram,Royal Ghost,P.E.K.K.A
